run_name,lslr,subset,ssp,ssp_simplified
base,lsl_rcp85_p50.csv,/Users/aewsma/codes/tempthresholds/data/subsets/segments_mena_usabenchmark.csv,IIASAGDP_SSP2_v9_130219,2
